,id,href,name_rus,name_eng,rating,rating_count,critics_rating,imdb_rating,imdb_rating_count,year,duration,genres,countries
35070,8388,/film/vosstanie-keyna-1954-8388/,Восстание Кейна,The Caine Mutiny,7.287999999999999,487.0,92,7.8,21811,1954,124,"драма,военный",США
35072,195317,/film/195317/,Крокодил,Rogue,5.903,3491.0,100,6.2,24116,2007,99,"боевик,триллер,приключения,ужасы","Великобритания,Австралия,США"
35077,14288,/film/vasabi-2001-14288/,Васаби,Wasabi,7.6370000000000005,86762.0,43,6.6,31749,2001,94,"триллер,боевик,драма,криминал,комедия","Япония,Франция"
35081,15861,/film/15861/,Страж,The Guardian,5.995,654.0,22,5.3,4118,1990,92,"драма,триллер,детектив,ужасы",США
35084,737569,/film/737569/,Новый мир,Sinsegye,7.426,5289.0,67,7.6,16636,2013,135,"боевик,триллер,криминал,драма",Корея Южная
35085,1005699,/film/1005699/,Колумбус,Columbus,7.074,990.0,97,7.3,8335,2017,104,драма,США
35088,541496,/film/eto-ne-film-2011-541496/,Это не фильм,In film nist,6.6770000000000005,271.0,97,7.5,3934,2011,75,документальный,Иран
35158,19324,/film/muzhchina-i-zhenshchina-20-let-spustya-1986-19324/,Мужчина и женщина 20 лет спустя,"Un homme et une femme, 20 ans déjà",6.29,385.0,33,5.8,506,1986,112,"мелодрама,драма",Франция
35184,770755,/film/770755/,Кундо: Эпоха угрозы,Kundo: minranui sidae,6.462000000000001,253.0,82,6.8,2490,2014,137,"боевик,история,драма",Корея Южная
35213,7419,/film/7419/,Поцелуй понарошку,Kissing a Fool,6.269,303.0,29,5.6,4502,1998,93,"комедия,мелодрама",США
35216,17541,/film/17541/,Проклятые,The Damned,5.956,151.0,86,6.8,2410,1962,87,"фэнтези,драма,ужасы,мелодрама,фантастика",Великобритания
35223,13570,/film/lyubovniki-aysedory-1968-13570/,Любовники Айседоры,Isadora,6.291,165.0,83,7.6,1860,1968,131,"музыка,биография,мелодрама,драма","Великобритания,США,Франция"
35226,32464,/film/vernost-nadezhda-i-lyubov-1984-32464/,"Верность, надежда и любовь","Tro, håb og kærlighed",7.187,119.0,67,7.4,1398,1984,108,"музыка,комедия,драма",Дания
35231,920,/film/kholodnym-dnem-v-parke-1969-920/,Холодным днем в парке,That Cold Day in the Park,7.432,286.0,43,7.0,1045,1969,113,драма,"США,Канада"
35232,756425,/film/756425/,Кровавый пунш,Blood Punch,6.435,496.0,78,6.6,1799,2014,104,"ужасы,триллер",США
35255,789947,/film/789947/,Мадемуазель Си,Mademoiselle C,5.965,317.0,50,5.7,508,2013,93,документальный,Франция
35293,466535,/film/466535/,Что случилось с Вирджинией?,Virginia,7.068,228.0,8,5.5,1727,2010,111,драма,США
35296,277681,/film/277681/,Цыганка ,Gypsy,6.627000000000001,58.0,40,7.3,1424,1993,153,"мюзикл,комедия,биография,драма",США
35313,92797,/film/92797/,Последние дни Софии Шолль,Sophie Scholl - Die letzten Tage,7.2010000000000005,606.0,87,7.6,24217,2005,120,"триллер,биография,драма,военный,криминал,история",Германия
35320,682667,/film/682667/,Отель «Нуар»,Hotel Noir,6.202999999999999,461.0,13,5.6,1130,2012,97,"триллер,драма,мелодрама,криминал,фильм-нуар",США
35327,281232,/film/durnaya-biologiya-2008-281232/,Дурная биология,Bad Biology,4.372,1105.0,100,4.7,3441,2008,85,"ужасы,комедия",США
35334,54651,/film/54651/,800 пуль,800 balas,6.149,293.0,45,6.4,3750,2002,124,"вестерн,боевик,комедия,драма",Испания
35344,692375,/film/692375/,Дикость,Wildlike,6.257000000000001,172.0,92,6.7,3479,2014,104,"приключения,триллер,драма",США
35363,1008695,/film/1008695/,Третье убийство,Sandome no satsujin,6.334,1166.0,84,6.7,2891,2017,124,"криминал,детектив,драма",Япония
35395,12123,/film/12123/,Погоня с Дьяволом,Ride with the Devil,6.357,437.0,64,6.8,11918,1999,138,"вестерн,военный,мелодрама,драма",США
35428,3896,/film/k-boyu-gotovy-2000-3896/,К бою готовы,Ready to Rumble,6.346,489.0,23,5.3,12313,2000,107,"комедия,спорт",США
35443,13619,/film/13619/,Пэт и Майк,Pat and Mike,6.8260000000000005,172.0,90,7.0,4479,1952,95,"комедия,мелодрама,спорт",США
35467,397979,/film/397979/,Луиза-Мишель,Louise-Michel,6.266,448.0,81,6.6,2148,2008,94,комедия,Франция
35483,50815,/film/50815/,Липкие пальчики времени,The Sticky Fingers of Time,6.12,146.0,80,6.2,368,1997,81,фантастика,США
35486,893498,/film/palomnichestvo-2017-893498/,Паломничество,Pilgrimage,6.301,738.0,66,5.8,3211,2017,96,"приключения,триллер,детектив,драма","Ирландия,Бельгия,США"
35499,2302,/film/posetitel-1979-2302/,Посетитель,Stridulum,4.953,83.0,88,4.9,2191,1979,108,"ужасы,фантастика","США,Италия"
35506,925877,/film/925877/,Жуткий,Kuripi Itsuwari no Rinjin,5.872000000000001,295.0,95,6.3,2387,2016,130,"триллер,детектив",Япония
35524,6581,/film/6581/,"Хорошенькие девушки, станьте в ряд",Pretty Maids All in a Row,6.247000000000001,122.0,10,6.2,1649,1971,91,"комедия,триллер,криминал,детектив",США
35526,934686,/film/aloys-2016-934686/,Алойс,Aloys,6.624,340.0,80,6.4,1242,2016,91,"фантастика,фэнтези,драма","Франция,Швейцария"
35536,442084,/film/grabitel-2010-442084/,Грабитель,Der Räuber,6.542999999999999,758.0,78,6.8,4036,2010,90,"биография,криминал,спорт,драма","Германия,Австрия"
35547,11516,/film/uvlekshiysya-1995-11516/,Увлекшийся,Carried Away,6.296,140.0,64,6.4,1360,1995,109,"мелодрама,драма",США
35556,11513,/film/11513/,Сын Иисуса,Jesus' Son,5.93,123.0,81,7.0,6443,1999,107,драма,"США,Канада"
35569,2963,/film/2963/,Город хулиганов,Palookaville,6.497000000000001,105.0,64,6.6,2232,1995,92,"комедия,криминал",США
35594,89867,/film/89867/,Оно! Ужас из космоса,It! The Terror from Beyond Space,5.6339999999999995,247.0,69,6.1,3766,1958,69,"ужасы,фантастика",США
35605,1785,/film/1785/,"Скажи им, что Билли-Бой здесь",Tell Them Willie Boy Is Here,6.275,118.0,83,6.4,2268,1969,98,"вестерн,драма",США
35631,10623,/film/10623/,Снайпер,The Sniper,6.396,93.0,83,7.2,2020,1952,88,"драма,триллер,криминал,фильм-нуар",США
35638,150422,/film/ataka-krabov-monstrov-1957-150422/,Атака Крабов-Монстров,Attack of the Crab Monsters,5.2139999999999995,275.0,67,4.8,2254,1957,62,"ужасы,фантастика",США
35687,7620,/film/s-feyami-shutki-plokhi-1997-7620/,С феями шутки плохи,Photographing Fairies,6.277,643.0,82,6.9,2448,1997,106,"фэнтези,детектив,драма",Великобритания
35690,507572,/film/pervaya-lyubov-2011-507572/,Первая любовь,Un amour de jeunesse,6.22,211.0,81,6.6,3955,2011,110,"мелодрама,драма","Франция,Германия"
35698,264213,/film/264213/,Суперполицейские 2,Super Troopers 2,4.868,651.0,31,6.1,15270,2018,100,"комедия,криминал,детектив",США
35710,256499,/film/256499/,Поговори со мной,Talk to Me,6.912999999999999,279.0,82,7.4,8761,2007,118,"музыка,биография,драма,военный,история",США
35716,3439,/film/3439/,Сироты,Orphans,6.973,117.0,47,7.1,1450,1997,101,"комедия,драма",Великобритания
35773,16693,/film/16693/,"Год, когда у меня ломался голос",The Year My Voice Broke,6.767,202.0,94,7.5,1681,1987,103,"мелодрама,драма",Австралия
35819,1805,/film/1805/,Лучшие люди,Best Men,6.6339999999999995,138.0,13,5.7,2466,1997,90,"триллер,боевик,драма,криминал,комедия","Великобритания,США"
35829,86140,/film/malenkiy-beglets-1953-86140/,Маленький беглец,Little Fugitive,7.002000000000001,102.0,86,7.6,1989,1953,80,"семейный,драма",США
35851,5914,/film/poznakomtes-s-fiblami-1989-5914/,Познакомьтесь с Фиблами,Meet the Feebles,6.96,694.0,71,6.7,16924,1989,97,"мюзикл,музыка,комедия",Новая Зеландия
35859,493350,/film/posledstviya-2015-493350/,Последствия,Aftermath,5.19,162.0,47,4.7,1345,2015,92,"ужасы,триллер",США
35867,3632,/film/veselye-nyanki-1995-3632/,Веселые няньки,The Baby-Sitters Club,6.082000000000001,90.0,64,5.8,4650,1995,94,"семейный,комедия,драма",США
35868,978714,/film/melkie-prestupleniya-2017-978714/,Мелкие преступления,Small Crimes,5.369,544.0,63,5.8,4976,2017,90,"триллер,криминал,драма","Канада,США"
35925,276339,/film/276339/,"9,99 долларов",$9.99,7.018,1851.0,75,6.8,2862,2008,78,"мультфильм,фэнтези,драма","Австралия,Израиль"
35927,756264,/film/sem-minut-2014-756264/,Семь минут,7 Minutes,4.934,144.0,24,5.0,2037,2014,92,"триллер,криминал,драма",США
35958,957795,/film/957795/,Винер,Weiner,6.845,170.0,96,7.6,7889,2016,96,документальный,США
35961,570527,/film/570527/,Лотофаги,Lotus Eaters,5.67,252.0,0,4.9,270,2011,78,драма,Великобритания
35965,4950,/film/chernaya-sutana-1991-4950/,Черная сутана,Black Robe,6.861000000000001,273.0,92,7.1,5832,1991,101,"приключения,история,драма","Канада,Австралия,США"
35991,960416,/film/mir-polnyy-chudes-2017-960416/,"Мир, полный чудес",Wonderstruck,6.416,763.0,66,6.2,7147,2017,116,"детектив,драма",США
36005,1047839,/film/1047839/,Расправа,Reprisal,4.395,430.0,0,4.2,2408,2018,89,"боевик,триллер,криминал","Великобритания,США"
36006,842522,/film/chyornye-dushi-2014-842522/,Чёрные души,Anime nere,5.9910000000000005,256.0,90,6.8,2237,2014,109,"криминал,драма","Франция,Италия"
36007,518393,/film/518393/,Гай и Мэдлин на скамейке в парке,Guy and Madeline on a Park Bench,6.186,118.0,91,6.1,866,2009,82,"мюзикл,драма",США
36021,112220,/film/bez-kryshi-vne-zakona-1985-112220/,"Без крыши, вне закона",Sans toit ni loi,7.112,660.0,100,7.8,6013,1985,105,"мелодрама,драма",Франция
36032,1288,/film/tsyganka-1962-1288/,Цыганка,Gypsy,7.023,127.0,69,7.2,4719,1962,143,"мюзикл,комедия,биография,драма",США
36044,47193,/film/47193/,Приключения пиратов в Стране Овощей,Jonah: A VeggieTales Movie,4.934,219.0,66,6.6,3410,2002,82,"мюзикл,семейный,мультфильм,приключения,драма,комедия","Великобритания,США"
36048,250974,/film/zerkalo-1997-250974/,Зеркало,Ayneh,5.888999999999999,63.0,100,7.6,2101,1997,95,драма,Иран
36055,11544,/film/posledniy-film-1971-11544/,Последний фильм,The Last Movie,5.718,94.0,47,6.2,1008,1971,108,драма,США
36113,999516,/film/plokhaya-partiya-2017-999516/,Плохая партия,Bad Match,5.4239999999999995,187.0,100,5.6,2129,2017,90,триллер,"США,Сингапур"
36115,31480,/film/klub-buena-vista-1998-31480/,Клуб Буена Виста,Buena Vista Social Club,7.906000000000001,745.0,91,7.6,14642,1998,105,"документальный,музыка","Великобритания,Германия,Куба,США,Франция"
36117,635929,/film/635929/,Главный бой Мухаммеда Али ,Muhammad Ali's Greatest Fight,6.641,215.0,38,6.8,1998,2013,97,"биография,драма",США
36140,849117,/film/849117/,Дьявольский,The Diabolical,4.658,420.0,44,4.7,4399,2015,86,"ужасы,фантастика",США
